url
https://www.bits-pilani.ac.in
https://www.iitb.ac.in
https://www.iitd.ac.in
https://www.iitg.ac.in
https://www.iith.ac.in
https://www.iitk.ac.in
https://www.iitkgp.ac.in
https://www.iitm.ac.in
https://www.iitr.ac.in
https://www.nitt.edu
https://www.shiksha.com/college/bits-pilani-pilani
https://www.shiksha.com/college/iit-bombay-mumbai
https://www.shiksha.com/college/iit-delhi-delhi
https://www.shiksha.com/college/iit-guwahati-guwahati
https://www.shiksha.com/college/iit-kanpur-kanpur
https://www.shiksha.com/college/iit-kharagpur-kharagpur
https://www.shiksha.com/college/iit-madras-chennai
https://www.shiksha.com/college/iit-roorkee-roorkee
https://www.shiksha.com/college/nit-allahabad-allahabad
https://www.shiksha.com/college/nit-trichy-trichy
https://www.shiksha.com/college/vit-university-vellore
